100 4950
1 2 430
1 3 148
1 4 149
1 5 225
1 6 140
1 7 200
1 8 188
1 9 339
1 10 87
1 11 117
1 12 301
1 13 369
1 14 274
1 15 160
1 16 397
1 17 91
1 18 76
1 19 256
1 20 205
1 21 217
1 22 269
1 23 212
1 24 221
1 25 171
1 26 190
1 27 190
1 28 198
1 29 333
1 30 131
1 31 299
1 32 193
1 33 209
1 34 292
1 35 242
1 36 351
1 37 230
1 38 421
1 39 236
1 40 151
1 41 197
1 42 206
1 43 258
1 44 253
1 45 228
1 46 418
1 47 198
1 48 80
1 49 345
1 50 237
1 51 216
1 52 357
1 53 262
1 54 195
1 55 184
1 56 346
1 57 371
1 58 417
1 59 240
1 60 374
1 61 187
1 62 401
1 63 7
1 64 389
1 65 380
1 66 238
1 67 254
1 68 144
1 69 298
1 70 160
1 71 407
1 72 186
1 73 283
1 74 307
1 75 218
1 76 120
1 77 113
1 78 203
1 79 408
1 80 313
1 81 183
1 82 267
1 83 188
1 84 193
1 85 190
1 86 291
1 87 130
1 88 241
1 89 341
1 90 350
1 91 109
1 92 160
1 93 414
1 94 193
1 95 148
1 96 276
1 97 146
1 98 197
1 99 91
1 100 169
2 3 313
2 4 577
2 5 625
2 6 526
2 7 251
2 8 617
2 9 124
2 10 368
2 11 539
2 12 143
2 13 169
2 14 322
2 15 299
2 16 253
2 17 437
2 18 498
2 19 685
2 20 294
2 21 214
2 22 484
2 23 450
2 24 236
2 25 283
2 26 371
2 27 611
2 28 618
2 29 460
2 30 298
2 31 165
2 32 241
2 33 498
2 34 720
2 35 539
2 36 179
2 37 388
2 38 273
2 39 442
2 40 573
2 41 241
2 42 597
2 43 328
2 44 232
2 45 305
2 46 248
2 47 626
2 48 372
2 49 86
2 50 646
2 51 217
2 52 86
2 53 516
2 54 245
2 55 467
2 56 140
2 57 196
2 58 234
2 59 245
2 60 282
2 61 533
2 62 81
2 63 427
2 64 266
2 65 306
2 66 360
2 67 683
2 68 436
2 69 258
2 70 518
2 71 24
2 72 308
2 73 259
2 74 126
2 75 613
2 76 426
2 77 422
2 78 622
2 79 74
2 80 152
2 81 247
2 82 437
2 83 287
2 84 266
2 85 346
2 86 312
2 87 560
2 88 189
2 89 301
2 90 82
2 91 490
2 92 587
2 93 187
2 94 621
2 95 466
2 96 154
2 97 377
2 98 574
2 99 349
2 100 452
3 4 277
3 5 373
3 6 213
3 7 62
3 8 330
3 9 255
3 10 147
3 11 264
3 12 171
3 13 307
3 14 287
3 15 14
3 16 365
3 17 209
3 18 197
3 19 394
3 20 60
3 21 132
3 22 215
3 23 302
