300 44850
1 2 608
1 3 389
1 4 461
1 5 172
1 6 237
1 7 196
1 8 121
1 9 256
1 10 570
1 11 569
1 12 231
1 13 307
1 14 638
1 15 595
1 16 288
1 17 522
1 18 47
1 19 312
1 20 469
1 21 697
1 22 447
1 23 480
1 24 402
1 25 429
1 26 181
1 27 197
1 28 50
1 29 585
1 30 325
1 31 194
1 32 277
1 33 249
1 34 481
1 35 296
1 36 230
1 37 520
1 38 429
1 39 637
1 40 92
1 41 488
1 42 204
1 43 555
1 44 529
1 45 519
1 46 455
1 47 176
1 48 327
1 49 611
1 50 341
1 51 220
1 52 610
1 53 256
1 54 228
1 55 329
1 56 344
1 57 353
1 58 392
1 59 472
1 60 361
1 61 158
1 62 586
1 63 475
1 64 416
1 65 110
1 66 214
1 67 490
1 68 341
1 69 264
1 70 476
1 71 329
1 72 505
1 73 682
1 74 461
1 75 228
1 76 412
1 77 211
1 78 351
1 79 68
1 80 83
1 81 235
1 82 99
1 83 611
1 84 678
1 85 633
1 86 489
1 87 481
1 88 636
1 89 375
1 90 139
1 91 526
1 92 594
1 93 78
1 94 416
1 95 605
1 96 522
1 97 594
1 98 648
1 99 457
1 100 545
1 101 117
1 102 620
1 103 458
1 104 562
1 105 580
1 106 440
1 107 536
1 108 267
1 109 253
1 110 333
1 111 293
1 112 684
1 113 369
1 114 90
1 115 500
1 116 76
1 117 352
1 118 143
1 119 498
1 120 294
1 121 343
1 122 580
1 123 302
1 124 162
1 125 409
1 126 39
1 127 435
1 128 198
1 129 393
1 130 614
1 131 338
1 132 568
1 133 30
1 134 637
1 135 563
1 136 66
1 137 117
1 138 257
1 139 610
1 140 262
1 141 588
1 142 251
1 143 154
1 144 386
1 145 372
1 146 616
1 147 275
1 148 152
1 149 546
1 150 562
1 151 51
1 152 184
1 153 371
1 154 532
1 155 484
1 156 269
1 157 591
1 158 325
1 159 334
1 160 563
1 161 152
1 162 389
1 163 630
1 164 260
1 165 711
1 166 510
1 167 534
1 168 374
1 169 225
1 170 590
1 171 644
1 172 610
1 173 386
1 174 411
1 175 345
1 176 664
1 177 607
1 178 359
1 179 399
1 180 178
1 181 138
1 182 430
1 183 279
1 184 269
1 185 281
1 186 315
1 187 233
1 188 530
1 189 480
1 190 88
1 191 70
1 192 398
1 193 584
1 194 331
1 195 140
1 196 517
1 197 214
1 198 445
1 199 166
1 200 254
1 201 342
1 202 163
1 203 451
1 204 49
1 205 76
1 206 483
1 207 397
1 208 279
1 209 343
1 210 332
1 211 161
1 212 456
1 213 92
1 214 111
1 215 348
1 216 132
1 217 194
1 218 398
1 219 474
1 220 296
1 221 431
1 222 174
1 223 149
1 224 441
1 225 619
1 226 291
1 227 539
1 228 425
1 229 573
1 230 453
1 231 351
1 232 602
1 233 642
1 234 365
1 235 507
1 236 355
1 237 471
1 238 437
1 239 107
1 240 264
1 241 314
1 242 169
1 243 520
1 244 302
1 245 309
1 246 248
1 247 400
1 248 369
1 249 335
1 250 481
1 251 610
1 252 204
1 253 474
1 254 527
1 255 563
1 256 62
1 257 605
1 258 479
1 259 517
1 260 544
1 261 654
1 262 265
1 263 639
1 264 465
1 265 305
1 266 266
1 267 451
1 268 461
1 269 474
1 270 310
1 271 191
1 272 246
1 273 504
1 274 331
1 275 596
1 276 544
1 277 458
1 278 339
1 279 271
1 280 556
1 281 171
1 282 355
1 283 441
1 284 159
1 285 316
1 286 400
1 287 595
1 288 323
1 289 276
1 290 249
1 291 474
1 292 266
1 293 672
1 294 483
1 295 123
1 296 115
1 297 72
1 298 401
1 299 597
1 300 427
2 3 545
2 4 552
2 5 526
2 6 449
2 7 487
2 8 491
2 9 438
2 10 472
2 11 386
2 12 636
2 13 362
2 14 331
2 15 225
2 16 323
2 17 95
2 18 616
2 19 707
2 20 145
2 21 414
2 22 181
2 23 151
2 24 341
2 25 401
2 26 427
2 27 555
2 28 583
2 29 183
2 30 284
2 31 423
2 32 420
2 33 420
2 34 170
2 35 474
2 36 378
2 37 346
2 38 493
2 39 348
2 40 518
2 41 533
2 42 430
2 43 67
2 44 120
2 45 226
2 46 218
2 47 546
2 48 456
2 49 22
2 50 704
2 51 397
2 52 26
2 53 627
2 54 389
2 55 689
2 56 269
2 57 674
2 58 266
2 59 178
2 60 664
