300 44850
1 2 256
1 3 76
1 4 178
1 5 355
1 6 254
1 7 188
1 8 339
1 9 214
1 10 337
1 11 225
1 12 367
1 13 277
1 14 153
1 15 270
1 16 170
1 17 239
1 18 430
1 19 261
1 20 101
1 21 312
1 22 179
1 23 81
1 24 140
1 25 175
1 26 204
1 27 413
1 28 275
1 29 253
1 30 96
1 31 236
1 32 163
1 33 129
1 34 326
1 35 295
1 36 337
1 37 259
1 38 81
1 39 315
1 40 301
1 41 264
1 42 269
1 43 177
1 44 374
1 45 178
1 46 276
1 47 194
1 48 150
1 49 262
1 50 326
1 51 182
1 52 68
1 53 246
1 54 363
1 55 258
1 56 214
1 57 111
1 58 367
1 59 352
1 60 290
1 61 453
1 62 274
1 63 219
1 64 253
1 65 154
1 66 245
1 67 195
1 68 241
1 69 130
1 70 258
1 71 166
1 72 28
1 73 164
1 74 347
1 75 193
1 76 172
1 77 201
1 78 271
1 79 175
1 80 230
1 81 115
1 82 191
1 83 118
1 84 40
1 85 266
1 86 311
1 87 214
1 88 151
1 89 252
1 90 450
1 91 127
1 92 271
1 93 205
1 94 197
1 95 204
1 96 94
1 97 189
1 98 328
1 99 255
1 100 325
1 101 244
1 102 288
1 103 309
1 104 377
1 105 74
1 106 110
1 107 126
1 108 293
1 109 66
1 110 34
1 111 90
1 112 258
1 113 167
1 114 178
1 115 276
1 116 285
1 117 439
1 118 112
1 119 270
1 120 206
1 121 273
1 122 117
1 123 96
1 124 351
1 125 379
1 126 358
1 127 235
1 128 395
1 129 296
1 130 203
1 131 125
1 132 339
1 133 273
1 134 228
1 135 146
1 136 56
1 137 131
1 138 422
1 139 214
1 140 279
1 141 277
1 142 373
1 143 152
1 144 311
1 145 244
1 146 111
1 147 360
1 148 357
1 149 223
1 150 288
1 151 149
1 152 134
1 153 53
1 154 370
1 155 201
1 156 289
1 157 276
1 158 156
1 159 123
1 160 158
1 161 440
1 162 114
1 163 225
1 164 198
1 165 301
1 166 89
1 167 292
1 168 319
1 169 102
1 170 160
1 171 213
1 172 242
1 173 304
1 174 264
1 175 75
1 176 212
1 177 170
1 178 144
1 179 334
1 180 122
1 181 295
1 182 300
1 183 137
1 184 393
1 185 368
1 186 347
1 187 101
1 188 344
1 189 36
1 190 319
1 191 42
1 192 252
1 193 229
1 194 284
1 195 114
1 196 315
1 197 155
1 198 237
1 199 188
1 200 202
1 201 177
1 202 204
1 203 156
1 204 269
1 205 104
1 206 172
1 207 273
1 208 293
1 209 329
1 210 270
1 211 80
1 212 147
1 213 381
1 214 246
1 215 251
1 216 327
1 217 19
1 218 204
1 219 135
1 220 253
1 221 399
1 222 288
1 223 378
1 224 70
1 225 317
1 226 241
1 227 412
1 228 272
1 229 100
1 230 355
1 231 114
1 232 326
1 233 36
1 234 337
1 235 297
1 236 160
1 237 54
1 238 165
1 239 285
1 240 263
1 241 190
1 242 21
1 243 287
1 244 72
1 245 201
1 246 361
1 247 339
1 248 80
1 249 343
1 250 298
1 251 236
1 252 118
1 253 290
1 254 306
1 255 303
1 256 183
1 257 226
1 258 280
1 259 244
1 260 150
1 261 300
1 262 254
1 263 291
1 264 360
1 265 320
1 266 224
1 267 254
1 268 161
1 269 224
1 270 260
1 271 285
1 272 184
1 273 261
1 274 97
1 275 323
1 276 304
1 277 248
1 278 322
1 279 268
1 280 178
1 281 236
1 282 149
1 283 153
1 284 251
1 285 271
1 286 82
1 287 337
1 288 320
1 289 242
1 290 352
1 291 358
1 292 298
1 293 275
1 294 73
1 295 246
1 296 164
1 297 236
1 298 347
1 299 188
1 300 197
2 3 191
2 4 297
2 5 285
2 6 67
2 7 186
2 8 584
2 9 418
2 10 535
2 11 461
2 12 611
2 13 250
2 14 242
2 15 526
2 16 389
2 17 382
2 18 648
2 19 495
2 20 283
2 21 546
2 22 388
2 23 292
2 24 347
2 25 407
2 26 149
2 27 648
2 28 507
2 29 267
2 30 206
2 31 122
2 32 416
2 33 369
2 34 579
2 35 546
2 36 586
2 37 279
2 38 243
2 39 471
2 40 449
2 41 520
2 42 233
2 43 410
2 44 611
2 45 95
2 46 123
2 47 420
2 48 397
2 49 501
2 50 580
2 51 317
2 52 321
2 53 496
2 54 564
2 55 495
2 56 461
2 57 366
2 58 618
2 59 545
2 60 235
2 61 676
2 62 84
2 63 274
2 64 494
2 65 408
2 66 256
2 67 118
2 68 123
2 69 180
2 70 511
2 71 386
2 72 283
2 73 216
2 74 603
2 75 332
2 76 179
2 77 330
2 78 170
2 79 371
2 80 408
2 81 353
2 82 364
2 83 220
2 84 220
2 85 491
2 86 319
2 87 450
2 88 107
2 89 479
2 90 676
2 91 348
2 92 516
2 93 448
2 94 453
2 95 439
2 96 163
2 97 254
2 98 563
2 99 105
2 100 324
2 101 304
2 102 533
2 103 548
2 104 627
2 105 189
2 106 182
2 107 131
2 108 542
2 109 257
2 110 286
2 111 299
2 112 60
2 113 406
2 114 377
2 115 50
2 116 541
2 117 673
2 118 265
2 119 96
2 120 187
2 121 280
2 122 364
2 123 311
2 124 320
2 125 617
2 126 615
2 127 268
2 128 627
2 129 536
2 130 434
2 131 218
2 132 571
2 133 372
2 134 188
2 135 151
2 136 264
2 137 371
2 138 660
2 139 112
2 140 187
2 141 474
2 142 609
2 143 400
2 144 319
2 145 488
2 146 244
2 147 609
2 148 552
2 149 39
2 150 330
2 151 399
2 152 136
2 153 292
2 154 568
2 155 89
2 156 513
2 157 248
2 158 184
2 159 143
2 160 291
2 161 659
2 162 142
2 163 481
2 164 367
2 165 540
2 166 332
2 167 124
2 168 242
2 169 290
2 170 109
2 171 434
2 172 423
2 173 487
2 174 375
2 175 272
2 176 468
2 177 403
2 178 398
2 179 577
2 180 295
2 181 430
2 182 501
2 183 370
2 184 602
2 185 593
2 186 603
2 187 184
2 188 586
2 189 292
2 190 567
2 191 231
2 192 352
2 193 458
2 194 523
2 195 239
2 196 518
2 197 108
2 198 432
2 199 275
2 200 167
2 201 357
2 202 317
2 203 173
2 204 144
2 205 168
2 206 280
2 207 159
2 208 521
2 209 586
2 210 483
2 211 326
2 212 237
2 213 617
2 214 482
2 215 507
2 216 560
2 217 273
2 218 99
2 219 344
2 220 473
2 221 648
2 222 504
2 223 612
2 224 254
2 225 569
2 226 477
2 227 655
2 228 528
2 229 172
2 230 585
2 231 144
2 232 583
2 233 236
2 234 268
2 235 492
2 236 166
2 237 284
2 238 418
2 239 510
2 240 489
2 241 149
2 242 250
2 243 245
2 244 310
2 245 360
2 246 617
2 247 560
2 248 288
2 249 598
2 250 508
2 251 463
2 252 374
2 253 472
2 254 561
2 255 546
2 256 362
2 257 471
2 258 305
2 259 197
2 260 372
2 261 424
2 262 33
2 263 210
2 264 613
2 265 574
2 266 474
2 267 501
2 268 286
2 269 80
2 270 161
2 271 214
2 272 173
2 273 60
2 274 190
2 275 491
2 276 128
2 277 83
2 278 510
2 279 151
2 280 258
2 281 21
2 282 403
2 283 246
2 284 263
2 285 124
2 286 188
2 287 235
2 288 573
2 289 495
2 290 587
2 291 592
2 292 190
2 293 97
2 294 257
2 295 470
2 296 144
2 297 220
2 298 542
2 299 435
2 300 332
3 4 216
3 5 348
3 6 179
3 7 120
3 8 416
3 9 238
3 10 407
3 11 271
3 12 420
3 13 276
3 14 175
3 15 339
3 16 241
3 17 291
3 18 504
3 19 306
3 20 102
3 21 358
3 22 248
3 23 145
3 24 163
3 25 218
3 26 180
3 27 489
3 28 350
3 29 263
3 30 106
3 31 160
3 32 239
3 33 178
3 34 400
3 35 355
3 36 395
3 37 272
3 38 118
3 39 374
3 40 358
3 41 334
3 42 264
3 43 252
3 44 450
3 45 104
3 46 199
3 47 233
3 48 226
3 49 311
3 50 400
3 51 227
3 52 132
3 53 321
3 54 434
3 55 333
3 56 270
3 57 185
3 58 427
3 59 421
3 60 282
3 61 528
3 62 225
3 63 239
3 64 329
3 65 230
3 66 253
3 67 119
3 68 165
3 69 60
3 70 333
3 71 199
3 72 104
3 73 106
3 74 413
3 75 240
3 76 103
3 77 245
3 78 246
3 79 192
3 80 292
3 81 190
3 82 250
3 83 135
3 84 58
3 85 341
3 86 325
3 87 261
3 88 94
3 89 292
3 90 525
3 91 198
3 92 347
3 93 281
3 94 269
3 95 250
3 96 50
3 97 208
3 98 404
3 99 179
3 100 337
3 101 269
3 102 342
3 103 358
3 104 436
3 105 6
3 106 102
3 107 61
3 108 351
3 109 116
3 110 98
3 111 154
3 112 184
3 113 215
3 114 244
3 115 204
3 116 356
3 117 515
3 118 94
3 119 194
3 120 197
3 121 283
3 122 173
3 123 122
3 124 356
3 125 455
3 126 429
3 127 250
3 128 471
3 129 372
3 130 245
3 131 140
3 132 383
3 133 313
3 134 158
3 135 70
3 136 74
3 137 180
3 138 498
3 139 137
3 140 258
3 141 346
3 142 421
3 143 209
3 144 325
3 145 297
3 146 142
3 147 418
3 148 426
3 149 155
3 150 311
3 151 225
3 152 59
3 153 102
3 154 440
3 155 155
3 156 328
3 157 275
3 158 88
3 159 49
3 160 199
3 161 515
3 162 57
3 163 292
3 164 256
3 165 350
3 166 141
3 167 216
3 168 307
3 169 158
3 170 87
3 171 286
3 172 305
3 173 370
3 174 307
3 175 130
3 176 285
3 177 213
3 178 219
3 179 387
3 180 120
3 181 348
3 182 370
3 183 180
3 184 466
3 185 443
3 186 414
3 187 93
3 188 420
3 189 107
3 190 395
3 191 76
3 192 291
3 193 270
3 194 333
3 195 77
3 196 385
3 197 104
3 198 304
3 199 216
3 200 130
3 201 185
3 202 243
3 203 86
3 204 237
3 205 83
3 206 206
3 207 198
3 208 368
3 209 398
3 210 342
3 211 136
3 212 101
3 213 457
3 214 293
3 215 317
3 216 372
3 217 87
3 218 162
3 219 203
3 220 289
3 221 474
3 222 361
3 223 425
3 224 116
3 225 392
3 226 317
3 227 489
3 228 344
3 229 24
3 230 431
3 231 68
3 232 397
3 233 46
3 234 329
3 235 366
3 236 145
3 237 123
3 238 228
3 239 360
3 240 303
3 241 167
3 242 82
3 243 283
3 244 146
3 245 256
3 246 431
3 247 413
3 248 100
3 249 417
3 250 370
3 251 310
3 252 192
3 253 355
3 254 371
3 255 356
3 256 191
3 257 280
3 258 296
3 259 233
3 260 184
3 261 349
3 262 195
3 263 275
3 264 434
3 265 394
3 266 299
3 267 330
3 268 200
3 269 177
3 270 234
3 271 271
3 272 113
3 273 188
3 274 94
3 275 385
3 276 228
3 277 201
3 278 390
3 279 239
3 280 201
3 281 169
3 282 213
3 283 177
3 284 260
3 285 233
3 286 72
3 287 319
3 288 394
3 289 305
3 290 427
3 291 404
3 292 275
3 293 229
3 294 121
3 295 284
3 296 139
3 297 233
3 298 416
3 299 244
3 300 243
4 5 223
4 6 333
4 7 334
4 8 333
4 9 381
4 10 243
4 11 365
4 12 481
4 13 146
4 14 55
4 15 342
4 16 138
4 17 85
4 18 362
4 19 400
4 20 279
4 21 446
4 22 124
4 23 109
4 24 313
4 25 327
4 26 158
4 27 377
4 28 245
4 29 107
4 30 114
4 31 346
4 32 220
4 33 282
4 34 352
4 35 398
4 36 441
4 37 105
4 38 101
4 39 174
4 40 154
4 41 336
4 42 149
4 43 170
4 44 344
4 45 270
4 46 377
4 47 348
4 48 190
4 49 393
4 50 359
4 51 21
4 52 219
4 53 270
4 54 272
4 55 242
4 56 339
4 57 200
4 58 461
4 59 251
4 60 172
4 61 393
4 62 259
4 63 63
4 64 248
4 65 216
4 66 105
4 67 307
4 68 351
4 69 275
4 70 292
4 71 329
4 72 173
4 73 323
4 74 425
4 75 36
4 76 316
4 77 33
4 78 196
4 79 348
4 80 116
4 81 150
4 82 77
4 83 87
4 84 163
4 85 223
4 86 148
4 87 356
4 88 209
4 89 399
4 90 394
4 91 122
4 92 276
4 93 215
4 94 273
4 95 348
4 96 183
4 97 53
4 98 299
4 99 353
4 100 164
4 101 73
4 102 407
4 103 437
4 104 476
4 105 211
4 106 130
4 107 218
4 108 403
4 109 112
4 110 202
4 111 104
4 112 332
4 113 313
4 114 108
4 115 339
4 116 344
4 117 400
4 118 288
4 119 360
4 120 127
4 121 122
4 122 263
4 123 271
4 124 199
4 125 353
4 126 412
4 127 86
4 128 353
4 129 282
4 130 352
4 131 85
4 132 473
4 133 97
4 134 368
4 135 274
4 136 234
4 137 282
4 138 393
4 139 321
4 140 193
4 141 184
4 142 498
4 143 286
4 144 148
4 145 370
4 146 73
4 147 461
4 148 258
4 149 284
4 150 116
4 151 200
4 152 246
4 153 226
4 154 275
4 155 208
4 156 435
4 157 146
4 158 303
4 159 236
4 160 20
4 161 373
4 162 200
4 163 317
4 164 77
4 165 429
4 166 248
4 167 389
4 168 203
4 169 84
4 170 258
4 171 170
