100 4950
1 2 490
1 3 341
1 4 28
1 5 499
1 6 526
1 7 242
1 8 68
1 9 84
1 10 498
1 11 453
1 12 72
1 13 110
1 14 324
1 15 149
1 16 395
1 17 180
1 18 71
1 19 198
1 20 337
1 21 234
1 22 290
1 23 517
1 24 132
1 25 127
1 26 110
1 27 188
1 28 217
1 29 166
1 30 108
1 31 84
1 32 403
1 33 421
1 34 526
1 35 78
1 36 23
1 37 158
1 38 172
1 39 295
1 40 334
1 41 379
1 42 453
1 43 77
1 44 148
1 45 504
1 46 171
1 47 270
1 48 395
1 49 419
1 50 368
1 51 294
1 52 381
1 53 163
1 54 358
1 55 441
1 56 192
1 57 323
1 58 37
1 59 298
1 60 500
1 61 203
1 62 344
1 63 511
1 64 406
1 65 464
1 66 283
1 67 196
1 68 95
1 69 298
1 70 119
1 71 262
1 72 112
1 73 110
1 74 418
1 75 91
1 76 116
1 77 120
1 78 504
1 79 56
1 80 73
1 81 339
1 82 257
1 83 253
1 84 245
1 85 300
1 86 270
1 87 270
1 88 478
1 89 398
1 90 272
1 91 205
1 92 371
1 93 247
1 94 208
1 95 140
1 96 402
1 97 56
1 98 344
1 99 117
1 100 20
2 3 201
2 4 465
2 5 124
2 6 47
2 7 267
2 8 434
2 9 569
2 10 89
2 11 300
2 12 519
2 13 574
2 14 426
2 15 343
2 16 399
2 17 310
2 18 556
2 19 340
2 20 200
2 21 286
2 22 399
2 23 156
2 24 389
2 25 493
2 26 414
2 27 424
2 28 305
2 29 359
2 30 599
2 31 545
2 32 134
2 33 362
2 34 122
2 35 431
2 36 491
2 37 454
2 38 396
2 39 195
2 40 156
2 41 239
2 42 58
2 43 559
2 44 363
2 45 236
2 46 403
2 47 448
2 48 338
2 49 229
2 50 229
2 51 536
2 52 171
2 53 488
2 54 264
2 55 406
2 56 321
2 57 289
2 58 478
2 59 297
2 60 259
2 61 387
2 62 166
2 63 26
2 64 151
2 65 351
2 66 517
2 67 489
2 68 585
2 69 375
2 70 532
2 71 304
2 72 378
2 73 407
2 74 72
2 75 475
2 76 454
2 77 514
2 78 70
2 79 543
2 80 459
2 81 151
2 82 233
2 83 308
2 84 397
2 85 436
2 86 228
2 87 357
2 88 251
2 89 96
2 90 363
2 91 356
2 92 379
2 93 431
2 94 536
2 95 541
2 96 99
2 97 547
2 98 247
2 99 596
2 100 500
3 4 321
3 5 285
3 6 248
3 7 200
3 8 275
3 9 425
3 10 260
3 11 384
3 12 350
3 13 402
3 14 418
3 15 219
3 16 431
3 17 177
3 18 412
3 19 266
3 20 215
3 21 224
3 22 199
3 23 317
3 24 216
3 25 309
3 26 302
3 27 230
3 28 126
3 29 267
3 30 444
3 31 375
3 32 72
3 33 414
3 34 299
3 35 305
3 36 334
3 37 264
3 38 316
3 39 123
3 40 122
3 41 292
3 42 200
3 43 417
3 44 259
3 45 365
3 46 323
3 47 412
3 48 382
3 49 309
3 50 53
3 51 335
3 52 41
3 53 399
3 54 298
3 55 457
3 56 233
3 57 91
3 58 341
3 59 96
3 60 379
3 61 193
3 62 46
3 63 227
3 64 234
3 65 427
3 66 316
3 67 414
3 68 429
3 69 363
3 70 351
3 71 106
3 72 237
3 73 293
3 74 143
3 75 300
3 76 273
3 77 405
3 78 181
3 79 386
3 80 291
3 81 121
3 82 129
3 83 112
3 84 355
3 85 415
3 86 85
3 87 331
3 88 361
3 89 155
3 90 162
3 91 165
3 92 404
3 93 387
3 94 340
3 95 433
3 96 103
3 97 394
3 98 273
3 99 457
3 100 356
4 5 472
4 6 500
4 7 214
4 8 58
4 9 106
4 10 470
4 11 425
4 12 93
4 13 137
4 14 301
4 15 122
4 16 371
4 17 155
4 18 92
4 19 170
4 20 309
4 21 206
4 22 286
4 23 489
4 24 120
4 25 138
4 26 83
4 27 186
4 28 199
4 29 138
4 30 135
4 31 110
4 32 381
4 33 394
4 34 499
4 35 51
4 36 44
4 37 161
4 38 147
4 39 269
4 40 308
4 41 351
4 42 426
4 43 97
4 44 120
4 45 476
4 46 146
4 47 250
4 48 368
4 49 391
4 50 351
4 51 303
4 52 361
4 53 149
4 54 330
4 55 416
4 56 163
4 57 309
4 58 26
4 59 284
4 60 472
4 61 197
4 62 321
4 63 485
4 64 378
4 65 437
4 66 290
4 67 181
4 68 122
4 69 273
