200 19900
1 2 344
1 3 426
1 4 241
1 5 347
1 6 285
1 7 301
1 8 327
1 9 385
1 10 318
1 11 265
1 12 334
1 13 257
1 14 453
1 15 166
1 16 193
1 17 268
1 18 304
1 19 462
1 20 185
1 21 260
1 22 76
1 23 305
1 24 122
1 25 281
1 26 440
1 27 180
1 28 207
1 29 144
1 30 158
1 31 188
1 32 136
1 33 224
1 34 453
1 35 235
1 36 427
1 37 309
1 38 120
1 39 160
1 40 407
1 41 415
1 42 333
1 43 432
1 44 228
1 45 100
1 46 259
1 47 199
1 48 488
1 49 194
1 50 26
1 51 379
1 52 285
1 53 351
1 54 326
1 55 40
1 56 178
1 57 470
1 58 202
1 59 338
1 60 433
1 61 182
1 62 132
1 63 431
1 64 373
1 65 371
1 66 526
1 67 192
1 68 65
1 69 163
1 70 367
1 71 222
1 72 383
1 73 179
1 74 259
1 75 215
1 76 415
1 77 149
1 78 358
1 79 167
1 80 333
1 81 305
1 82 288
1 83 91
1 84 163
1 85 377
1 86 346
1 87 382
1 88 66
1 89 372
1 90 262
1 91 241
1 92 377
1 93 400
1 94 276
1 95 469
1 96 186
1 97 467
1 98 189
1 99 417
1 100 299
1 101 391
1 102 186
1 103 297
1 104 112
1 105 313
1 106 236
1 107 329
1 108 476
1 109 244
1 110 528
1 111 304
1 112 122
1 113 317
1 114 438
1 115 389
1 116 240
1 117 181
1 118 363
1 119 241
1 120 355
1 121 427
1 122 96
1 123 362
1 124 260
1 125 96
1 126 275
1 127 363
1 128 222
1 129 86
1 130 273
1 131 318
1 132 236
1 133 186
1 134 254
1 135 61
1 136 230
1 137 356
1 138 104
1 139 142
1 140 436
1 141 379
1 142 470
1 143 226
1 144 227
1 145 507
1 146 358
1 147 408
1 148 204
1 149 193
1 150 366
1 151 375
1 152 448
1 153 248
1 154 277
1 155 219
1 156 414
1 157 371
1 158 68
1 159 338
1 160 383
1 161 195
1 162 215
1 163 254
1 164 430
1 165 452
1 166 301
1 167 197
1 168 330
1 169 402
1 170 210
1 171 107
1 172 455
1 173 155
1 174 211
1 175 289
1 176 313
1 177 146
1 178 197
1 179 383
1 180 228
1 181 490
1 182 221
1 183 241
1 184 389
1 185 371
1 186 409
1 187 252
1 188 131
1 189 334
1 190 440
1 191 485
1 192 355
1 193 281
1 194 379
1 195 338
1 196 179
1 197 501
1 198 385
1 199 335
1 200 114
2 3 536
2 4 115
2 5 286
2 6 68
2 7 293
2 8 69
2 9 91
2 10 26
2 11 315
2 12 406
2 13 219
2 14 389
2 15 435
2 16 181
2 17 565
2 18 82
2 19 371
2 20 498
2 21 418
2 22 304
2 23 157
2 24 417
2 25 139
2 26 584
2 27 512
2 28 383
2 29 351
2 30 484
2 31 521
2 32 217
2 33 564
2 34 255
2 35 291
2 36 427
2 37 403
2 38 450
2 39 191
2 40 109
2 41 467
2 42 488
2 43 121
2 44 132
2 45 307
2 46 394
2 47 542
2 48 323
2 49 532
2 50 318
2 51 175
2 52 83
2 53 40
2 54 515
2 55 334
2 56 286
2 57 309
2 58 522
2 59 165
2 60 123
2 61 185
2 62 222
2 63 230
2 64 129
2 65 413
2 66 288
2 67 532
2 68 321
2 69 499
2 70 554
2 71 553
2 72 609
2 73 433
2 74 311
2 75 261
2 76 448
2 77 219
2 78 79
2 79 213
2 80 587
2 81 520
2 82 576
2 83 351
2 84 266
2 85 232
2 86 584
2 87 240
2 88 385
2 89 88
2 90 81
2 91 275
2 92 180
2 93 246
2 94 541
2 95 333
2 96 511
2 97 630
2 98 240
2 99 412
2 100 570
2 101 533
2 102 294
2 103 400
2 104 238
2 105 31
2 106 388
2 107 388
2 108 239
2 109 503
2 110 320
2 111 71
2 112 316
2 113 131
2 114 315
2 115 544
2 116 378
2 117 235
2 118 524
2 119 469
2 120 576
2 121 387
2 122 278
2 123 377
2 124 293
2 125 266
2 126 69
2 127 464
2 128 523
2 129 296
2 130 528
2 131 254
2 132 543
2 133 158
2 134 104
2 135 293
2 136 574
2 137 536
2 138 265
2 139 476
2 140 293
2 141 418
2 142 232
2 143 131
2 144 131
2 145 338
2 146 395
2 147 102
2 148 146
2 149 334
2 150 464
2 151 484
2 152 266
2 153 534
2 154 68
2 155 382
2 156 238
2 157 572
2 158 305
2 159 92
2 160 609
2 161 155
2 162 154
2 163 591
2 164 266
2 165 259
2 166 107
2 167 291
2 168 138
2 169 342
2 170 177
2 171 284
2 172 280
2 173 480
2 174 285
2 175 257
2 176 503
2 177 422
2 178 176
2 179 522
2 180 137
2 181 659
2 182 154
2 183 127
2 184 120
2 185 316
2 186 567
2 187 586
2 188 354
2 189 209
2 190 612
2 191 305
2 192 188
2 193 89
2 194 77
2 195 46
2 196 523
2 197 331
2 198 268
2 199 60
2 200 253
3 4 517
3 5 266
3 6 529
3 7 244
3 8 470
3 9 624
3 10 519
3 11 224
3 12 130
3 13 318
3 14 236
3 15 285
3 16 525
3 17 312
3 18 567
3 19 270
3 20 341
3 21 166
3 22 487
3 23 383
3 24 328
3 25 397
3 26 61
3 27 391
3 28 219
3 29 283
3 30 371
