200 19900
1 2 338
1 3 376
1 4 371
1 5 243
1 6 376
1 7 104
1 8 150
1 9 233
1 10 132
1 11 327
1 12 314
1 13 253
1 14 117
1 15 267
1 16 237
1 17 330
1 18 275
1 19 392
1 20 354
1 21 328
1 22 126
1 23 299
1 24 144
1 25 252
1 26 94
1 27 398
1 28 337
1 29 212
1 30 178
1 31 241
1 32 270
1 33 137
1 34 221
1 35 199
1 36 293
1 37 237
1 38 225
1 39 253
1 40 255
1 41 75
1 42 123
1 43 251
1 44 308
1 45 253
1 46 234
1 47 99
1 48 305
1 49 375
1 50 275
1 51 155
1 52 238
1 53 338
1 54 187
1 55 295
1 56 244
1 57 140
1 58 197
1 59 273
1 60 290
1 61 197
1 62 413
1 63 166
1 64 410
1 65 203
1 66 82
1 67 127
1 68 234
1 69 268
1 70 101
1 71 142
1 72 263
1 73 164
1 74 220
1 75 118
1 76 72
1 77 44
1 78 98
1 79 268
1 80 142
1 81 266
1 82 415
1 83 177
1 84 267
1 85 291
1 86 21
1 87 392
1 88 353
1 89 369
1 90 283
1 91 273
1 92 235
1 93 205
1 94 271
1 95 310
1 96 269
1 97 102
1 98 358
1 99 279
1 100 205
1 101 305
1 102 440
1 103 58
1 104 344
1 105 310
1 106 264
1 107 320
1 108 136
1 109 429
1 110 218
1 111 320
1 112 336
1 113 77
1 114 275
1 115 391
1 116 220
1 117 248
1 118 297
1 119 289
1 120 286
1 121 179
1 122 190
1 123 260
1 124 327
1 125 84
1 126 392
1 127 209
1 128 348
1 129 272
1 130 269
1 131 125
1 132 263
1 133 344
1 134 151
1 135 137
1 136 93
1 137 78
1 138 116
1 139 347
1 140 21
1 141 377
1 142 44
1 143 311
1 144 310
1 145 203
1 146 85
1 147 180
1 148 153
1 149 24
1 150 315
1 151 335
1 152 188
1 153 218
1 154 72
1 155 86
1 156 262
1 157 216
1 158 364
1 159 230
1 160 434
1 161 461
1 162 327
1 163 183
1 164 256
1 165 270
1 166 211
1 167 351
1 168 284
1 169 101
1 170 187
1 171 198
1 172 231
1 173 251
1 174 284
1 175 325
1 176 277
1 177 71
1 178 369
1 179 168
1 180 316
1 181 335
1 182 34
1 183 266
1 184 215
1 185 318
1 186 238
1 187 419
1 188 316
1 189 31
1 190 48
1 191 183
1 192 233
1 193 242
1 194 296
1 195 179
1 196 122
1 197 265
1 198 283
1 199 461
1 200 84
2 3 532
2 4 139
2 5 250
2 6 146
2 7 410
2 8 187
2 9 165
2 10 462
2 11 251
2 12 49
2 13 303
2 14 234
2 15 440
2 16 114
2 17 649
2 18 126
2 19 74
2 20 574
2 21 388
2 22 461
2 23 417
2 24 289
2 25 423
2 26 421
2 27 89
2 28 541
2 29 155
2 30 222
2 31 192
2 32 313
2 33 333
2 34 225
2 35 535
2 36 214
2 37 291
2 38 138
2 39 352
2 40 301
2 41 410
2 42 339
2 43 122
2 44 607
2 45 559
2 46 245
2 47 402
2 48 501
2 49 608
2 50 597
2 51 361
2 52 522
2 53 259
2 54 502
2 55 617
2 56 209
2 57 456
2 58 235
2 59 589
2 60 56
2 61 150
2 62 157
2 63 447
2 64 560
2 65 540
2 66 397
2 67 275
2 68 245
2 69 426
2 70 355
2 71 220
2 72 427
2 73 207
2 74 324
2 75 369
2 76 392
2 77 353
2 78 419
2 79 332
2 80 223
2 81 456
2 82 547
2 83 480
2 84 254
2 85 289
2 86 343
2 87 552
2 88 599
2 89 561
2 90 591
2 91 252
2 92 557
2 93 512
2 94 598
2 95 172
2 96 590
2 97 420
2 98 579
2 99 61
2 100 277
2 101 637
2 102 618
2 103 295
2 104 627
2 105 197
2 106 429
2 107 577
2 108 216
2 109 593
2 110 211
2 111 64
2 112 318
2 113 319
2 114 287
2 115 169
2 116 545
2 117 295
2 118 632
2 119 530
2 120 380
2 121 163
2 122 508
2 123 412
2 124 26
2 125 390
2 126 614
2 127 439
2 128 618
