400 79800
1 2 524
1 3 179
1 4 296
1 5 392
1 6 304
1 7 151
1 8 39
1 9 263
1 10 459
1 11 369
1 12 375
1 13 477
1 14 153
1 15 135
1 16 348
1 17 292
1 18 49
1 19 125
1 20 260
1 21 390
1 22 183
1 23 379
1 24 227
1 25 71
1 26 356
1 27 363
1 28 267
1 29 60
1 30 86
1 31 237
1 32 39
1 33 82
1 34 77
1 35 284
1 36 180
1 37 168
1 38 232
1 39 23
1 40 359
1 41 436
1 42 282
1 43 234
1 44 193
1 45 148
1 46 400
1 47 292
1 48 113
1 49 235
1 50 313
1 51 423
1 52 385
1 53 360
1 54 337
1 55 176
1 56 283
1 57 185
1 58 153
1 59 133
1 60 248
1 61 283
1 62 313
1 63 330
1 64 134
1 65 354
1 66 345
1 67 344
1 68 180
1 69 387
1 70 273
1 71 119
1 72 454
1 73 274
1 74 372
1 75 152
1 76 399
1 77 340
1 78 337
1 79 45
1 80 225
1 81 268
1 82 290
1 83 315
1 84 294
1 85 113
1 86 228
1 87 185
1 88 21
1 89 149
1 90 414
1 91 78
1 92 254
1 93 348
1 94 386
1 95 289
1 96 82
1 97 385
1 98 43
1 99 484
1 100 86
1 101 220
1 102 135
1 103 382
1 104 285
1 105 295
1 106 238
1 107 48
1 108 254
1 109 332
1 110 375
1 111 191
1 112 116
1 113 227
1 114 361
1 115 170
1 116 426
1 117 253
1 118 437
1 119 507
1 120 264
1 121 274
1 122 110
1 123 186
1 124 203
1 125 281
1 126 371
1 127 264
1 128 409
1 129 422
1 130 170
1 131 432
1 132 297
1 133 402
1 134 335
1 135 149
1 136 129
1 137 93
1 138 135
1 139 250
1 140 116
1 141 219
1 142 37
1 143 157
1 144 160
1 145 435
1 146 324
1 147 84
1 148 67
1 149 225
1 150 62
1 151 166
1 152 461
1 153 278
1 154 263
1 155 199
1 156 203
1 157 144
1 158 263
1 159 400
1 160 303
1 161 437
1 162 332
1 163 218
1 164 237
1 165 226
1 166 329
1 167 508
1 168 360
1 169 187
1 170 399
1 171 193
1 172 377
1 173 272
1 174 288
1 175 398
1 176 321
1 177 220
1 178 407
1 179 355
1 180 64
1 181 255
1 182 320
1 183 174
1 184 47
1 185 428
1 186 149
1 187 103
1 188 135
1 189 303
1 190 386
1 191 200
1 192 72
1 193 287
1 194 330
1 195 323
1 196 193
1 197 415
1 198 361
1 199 280
1 200 162
1 201 120
1 202 219
1 203 192
1 204 346
1 205 217
1 206 296
1 207 335
1 208 253
1 209 241
1 210 219
1 211 121
1 212 264
1 213 343
1 214 240
1 215 417
1 216 204
1 217 379
1 218 203
1 219 213
1 220 329
1 221 320
1 222 441
1 223 374
1 224 342
1 225 248
1 226 274
1 227 353
1 228 443
1 229 396
1 230 217
1 231 223
1 232 300
1 233 347
1 234 231
1 235 355
1 236 372
1 237 303
1 238 258
1 239 317
1 240 156
1 241 186
1 242 166
1 243 349
1 244 360
1 245 68
1 246 334
1 247 305
1 248 273
1 249 190
1 250 274
1 251 186
1 252 435
1 253 438
1 254 343
1 255 229
1 256 296
1 257 179
1 258 225
1 259 114
1 260 361
1 261 407
1 262 181
1 263 428
1 264 355
1 265 62
1 266 324
1 267 226
1 268 428
1 269 46
1 270 286
1 271 97
1 272 216
1 273 108
1 274 279
1 275 399
1 276 404
1 277 244
1 278 109
1 279 323
1 280 329
1 281 272
1 282 322
1 283 374
1 284 82
1 285 352
1 286 57
1 287 271
1 288 106
1 289 344
1 290 164
1 291 16
1 292 87
1 293 294
1 294 438
1 295 178
1 296 292
1 297 224
1 298 185
1 299 227
1 300 230
1 301 50
1 302 360
1 303 160
1 304 296
1 305 203
1 306 350
1 307 318
1 308 190
1 309 390
1 310 295
1 311 298
1 312 296
1 313 309
1 314 437
1 315 353
1 316 373
1 317 235
1 318 264
1 319 250
1 320 75
1 321 224
1 322 420
1 323 268
1 324 165
1 325 276
1 326 213
1 327 84
1 328 429
1 329 380
1 330 286
1 331 184
1 332 325
1 333 118
1 334 353
1 335 361
1 336 373
1 337 169
1 338 370
1 339 279
1 340 407
1 341 82
1 342 257
1 343 354
1 344 374
1 345 223
1 346 203
1 347 333
1 348 346
1 349 402
1 350 351
1 351 364
1 352 332
1 353 253
1 354 106
1 355 283
1 356 279
1 357 276
1 358 187
1 359 72
1 360 89
1 361 375
1 362 182
1 363 352
1 364 305
1 365 216
1 366 267
1 367 84
1 368 330
1 369 177
1 370 265
1 371 342
1 372 61
1 373 207
1 374 429
1 375 338
1 376 144
1 377 263
1 378 109
1 379 125
1 380 334
1 381 312
1 382 240
1 383 243
1 384 384
1 385 45
1 386 448
1 387 190
1 388 262
1 389 319
1 390 62
1 391 178
1 392 262
1 393 291
1 394 136
1 395 288
1 396 92
1 397 74
1 398 275
1 399 50
1 400 362
2 3 559
2 4 385
2 5 515
2 6 271
2 7 667
2 8 496
2 9 690
2 10 67
2 11 192
2 12 172
2 13 68
2 14 411
2 15 652
2 16 429
2 17 640
2 18 484
2 19 551
2 20 675
2 21 184
2 22 392
2 23 233
2 24 412
2 25 486
2 26 435
2 27 202
2 28 415
2 29 468
2 30 501
2 31 615
2 32 564
2 33 605
2 34 587
2 35 696
2 36 672
2 37 374
